pathway	SRR6267379	SRR6267380	SRR6267382	SRR6267383	SRR6267384	SRR6267385	SRR6267386	SRR6267387	SRR6267389	SRR6267390	SRR6267391	SRR6267392	SRR6267393	SRR6267394	SRR6267395	SRR6267396	SRR6267397	SRR6267398	SRR6267399	SRR6267400	SRR6267403	SRR6267404	SRR6267406	SRR6267407	SRR6267408	SRR6267409	SRR6267410	SRR6267411	SRR6267412	SRR6267413	SRR6267414	SRR6267415	SRR6267416	SRR6267418	SRR6267419	SRR6267420	SRR6267421	SRR6267422	SRR6267423	SRR6267424	SRR6267425	SRR6267426	SRR6267427	SRR6267429	SRR6267431	SRR6267432	SRR6267435	SRR6267436	SRR6267437	SRR6267438	SRR6267439	SRR6267440	SRR6267441	SRR6267442	SRR6267443	SRR6267444	SRR6267445	SRR6267446	SRR6267448	SRR6267449	SRR6267450	SRR6267451	SRR6267452	SRR6267454	SRR6267455	SRR6267457	SRR6267458	SRR6267459	SRR6267460	SRR6267461	SRR6267462	SRR6267463	SRR6267464	SRR6267465	SRR6267466	SRR6267467	SRR6267468	SRR6267469	SRR6267470	SRR6267471	SRR6267472	SRR6267473	SRR6267474	SRR6267475	SRR6267476	SRR6267477	SRR6267478	SRR6267479	SRR6267480	SRR6267481	SRR6267482	SRR6267483	SRR6267484	SRR6267485	SRR6267486	SRR6267487	SRR6267490	SRR6267491	SRR6267492	SRR6267493	SRR6267496	SRR6267497	SRR6267498	SRR6267499	SRR6267502	SRR6267503	SRR6267504	SRR6267505	SRR6267507	SRR6267508	SRR6267510	SRR6267511	SRR6267512	SRR6267513	SRR6267514	SRR6267516	SRR6267518	SRR6267519	SRR6267521	SRR6267522	SRR6267523	SRR6267525	SRR6267526	SRR6267527	SRR6267528	SRR6267529	SRR6267530	SRR6267531	SRR6267533	SRR6267534	SRR6267535	SRR6267536	SRR6267537	SRR6267538	SRR6267539	SRR6267541	SRR6267542	SRR6267543	SRR6267544	SRR6267545	SRR6267546	SRR6267547	SRR6267548	SRR6267549	SRR6267550	SRR6267551	SRR6267552	SRR6267553	SRR6267554	SRR6267555	SRR6267556	SRR6267557	SRR6267558	SRR6267559	SRR6267560	SRR6267562	SRR6267564	SRR6267566	SRR6267567	SRR6267568	SRR6267569	SRR6267570	SRR6267571	SRR6267572	SRR6267573	SRR6267575	SRR6267576	SRR6267577	SRR6267578	SRR6267579	SRR6267580	SRR6267581	SRR6267582	SRR6267583	SRR6267585	SRR6267586	SRR6267587	SRR6267588	SRR6267589	SRR6267590	SRR6267591	SRR6267592	SRR6267593	SRR6267594	SRR6267596	SRR6267597	SRR6267598	SRR6267599	SRR6267600	SRR6267601	SRR6267602	SRR6267603	SRR6267604	SRR6267605	SRR6267607	SRR6267608	SRR6267609	SRR6267610	SRR6267611	SRR6267612	SRR6267613	SRR6267614	SRR6267615	SRR6267617	SRR6267619	SRR6267621	SRR6267622	SRR6267623	SRR6267624	SRR6267625	SRR6267626	SRR6267627	SRR6267628	SRR6267629	SRR6267630	SRR6267631	SRR6267632	SRR6267634	SRR6267635	SRR6267636	SRR6267637	SRR6267638	SRR6267639	SRR6267640	SRR6267641	SRR6267642	SRR6267644	SRR6267645	SRR6267646	SRR6267647	SRR6267648	SRR6267649	SRR6267650	SRR6267651	SRR6267652	SRR6267653	SRR6267654	SRR6267656	SRR6267657	SRR6267658	SRR6267659	SRR6267660	SRR6267661	SRR6267662	SRR6267663	SRR6267664	SRR6267665	SRR6267667	SRR6267669	SRR6267670	SRR6267671	SRR6267672	SRR6267673	SRR6267674	SRR6267675	SRR6267677	SRR6267678	SRR6267679	SRR6267680	SRR6267681	SRR6267682	SRR6267683	SRR6267684	SRR6267685	SRR6267687	SRR6267688	SRR6267689	SRR6267690	SRR6267691	SRR6267692	SRR6267693	SRR6267694	SRR6267695	SRR6267696	SRR6267697	SRR6267698	SRR6267699	SRR6267700	SRR6267702	SRR6267703	SRR6267704	SRR6267705	SRR6267706	SRR6267708	SRR6267709	SRR6267710	SRR6267711	SRR6267712	SRR6267713	SRR6267714	SRR6267715	SRR6267716	SRR6267717	SRR6267719	SRR6267720	SRR6267721	SRR6267722	SRR6267723	SRR6267724	SRR6267725	SRR6267726	SRR6267727	SRR6267728	SRR6267729	SRR6267730	SRR6267731	SRR6267733	SRR6267734	SRR6267737	SRR6267738	SRR6267739	SRR6267740	SRR6267741	SRR6267742	SRR6267743	SRR6267744	SRR6267746	SRR6267747	SRR6267748	SRR6267749	SRR6267750	SRR6267751	SRR6267752	SRR6267753	SRR6267754	SRR6267755	SRR6267756	SRR6267758	SRR6267759	SRR6267760	SRR6267761	SRR6267762	SRR6267763	SRR6267764	SRR6267765	SRR6267766	SRR6267769	SRR6267770	SRR6267771	SRR6267772	SRR6267773	SRR6267774	SRR6267775	SRR6267776	SRR6267777	SRR6267778	SRR6267779	SRR6267780	SRR6267781	SRR6267782	SRR6267783	SRR6267784	SRR6267785	SRR6267786	SRR6267788	SRR6267789	SRR6267790	SRR6267791	SRR6267792	SRR6267793	SRR6267794	SRR6267795	SRR6267797	SRR6267798	SRR6267799	SRR6267801	SRR6267802	SRR6267803	SRR6267804	SRR6267805	SRR6267806	SRR6267807	SRR6267808	SRR6267809	SRR6267810	SRR6267811	SRR6267812	SRR6267813	SRR6267814	SRR6267815	SRR6267816	SRR6267817	SRR6267819
1CMET2-PWY	19424.917268310895	32991.070141738666	20927.757002278126	51131.58090472374	17384.753386456043	17995.585263263496	25231.564855825556	18047.13984533458	22039.051183740517	19578.274311634024	14027.381602024592	41912.21689011772	20166.15962948147	21560.690555326466	23490.04503927598	19768.809675024044	24854.12031591829	90097.33891870701	32562.926389331464	3079.603431093712	11460.037353951662	19287.849112732863	15753.966942795943	21207.529068197953	21984.517393166534	19183.49030429827	17605.018853873557	46830.20830321368	16905.667123360243	31864.87692235316	15157.874601528954	22129.92435013535	20016.01720281782	50073.95498374022	22878.852625031715	20401.93360296962	27278.615229466028	32471.332528354254	26940.357587264265	20322.512061944057	19013.26433522076	22857.048611875278	21217.540481309847	14672.26527399178	23502.554708926084	22373.603527248426	21942.94375253326	74684.2511808812	47333.20442521888	38309.10322191825	64786.725616132215	23506.74904501704	46080.78380329888	19342.776273377567	19326.851659375097	3765.709088242414	8399.900580444153	19861.41400337259	15001.19594795832	10900.312451549165	11590.330976593279	24082.654808098938	30815.003773632172	48490.698812223265	2986.764858336969	20308.172185310363	57363.45190769546	13329.855284772897	76776.354839909	32776.043707138626	57261.06133066843	13439.418434989599	18611.39480108079	13095.63203966774	34022.22411542804	25380.391441533942	16859.89620909925	28027.49031708941	17879.76066300152	32923.354784707335	29286.683330718657	19008.566561022108	15554.00297193664	10059.948839714569	45571.67696792196	19849.11565097759	25448.71197243931	18883.408854810812	15701.285221533175	17502.233671391215	16634.145155700768	20480.90794161211	15917.105873140094	18656.9424149979	18466.216659427606	24964.01292265879	21623.47281645467	25372.429400016495	22149.122314655386	21923.845852769824	21024.513420708445	27498.269670572656	26659.327944833432	15868.962033152573	15618.064254051451	15769.701740085813	19882.258953516826	14142.39057866419	11509.615943140123	14484.988800084346	24377.813875738015	22693.354179304108	15744.592928071757	17621.43296007538	19210.203900825254	21606.146192687433	17499.274059197443	17293.15975869035	16596.701058923198	20565.200932492164	37903.37499512171	11244.967453548688	15660.323717782197	20460.686108732825	23726.93083355022	19111.93466022038	30546.01871769314	54870.49863357548	23920.26187875984	17674.013525960923	31623.570610111572	15071.480182680905	18451.680867717114	47157.62904714588	49402.875450338564	24320.713678361535	57039.60548654906	13062.024615754299	56568.99966230493	4828.840156670935	43853.37052886368	52230.44792428431	22263.775045748047	18490.010504880305	9574.843117005714	8796.223136358252	17529.36824050238	17019.366468385742	11649.149596450427	5213.465772834029	15000.150595768482	5337.481480954146	19075.853950607205	17115.562705698616	17890.376146360242	7597.039021546849	37654.64467060476	24906.870670536457	15535.76730044253	22837.164596786457	54329.41058194001	55632.96368554138	22300.437973695738	8134.9107640795255	79965.67300536243	24926.70246376538	21666.059936613496	19749.638569397357	23585.875272083325	23962.87366452555	24082.910484811742	16429.596269615737	21438.107154214053	54865.95645220019	25828.859301845037	22165.899325602713	18029.509262198484	44607.00378055682	17722.076116898683	11561.361904894991	17444.039238757625	11178.977614562446	19777.335964681228	59634.85426591019	26951.672499947712	14678.31196097796	22769.637646657866	16422.679468826147	15933.857513161514	23769.63699412373	23734.02722052763	26644.163058146103	28117.547214372968	16707.025356230013	16144.319384796323	58540.86831120095	18090.188799250947	39653.58068558293	16267.693467208186	23003.005219913717	15046.00770188431	38278.41600122277	42924.881953995064	16282.87036386813	24234.770666671375	23338.99861837049	45225.40667718834	20709.079422616316	19883.09089668193	11115.580647214723	12374.863087655647	25817.853902200022	12778.001429131558	14132.4671261986	37455.04717424813	30052.81273009124	64437.021753886984	72885.85622223718	49563.86349344874	32791.013074955816	28442.09130360561	24442.174611120612	47272.52751184386	27054.52252283463	8586.056462945895	47922.32099766431	5677.236073692491	8451.996234623972	9810.3909224791	17683.205572427632	16327.477384627286	22799.01532349333	19784.852720924682	23798.36825207283	25355.86577923331	22615.666355113208	18627.587265463444	40507.067858719885	20195.003288676136	49282.11837673526	25095.472321618156	18848.30627023599	23350.97183378536	22221.116232073484	21573.75725008172	22966.839527222124	14206.936535061452	31093.63156545083	21914.023138673674	21182.86810600732	23135.99947708998	28226.478131798085	24389.259238523977	18873.571880867763	28617.18931044281	9285.945595466406	14243.562169655017	22294.65118727151	8694.719156359328	12028.35475169987	4071.9015259817015	16214.688427949102	17406.86941412555	27391.072790783175	59463.695746500656	21420.674130550222	20968.6397148708	19031.591564863116	21608.85721174133	22144.903683170593	23735.13008144802	18599.625386412765	17777.943779830086	30392.477480341942	21237.343283694285	17509.365593176135	14539.045139380874	19317.94406419774	18560.90248551411	26681.331203391303	26433.233104268205	41555.48933065459	21237.87505415518	25739.886375925926	40430.5619597674	18818.29393771058	16774.602972708257	50948.140475092856	16331.46350196768	16749.43371557755	29356.45745538144	52787.89826334407	20703.377121792862	46435.686441122416	51752.26968386366	21005.364350490847	27437.694742882577	20585.408816401097	52928.1410310882	14474.411885291593	21032.232867799416	16078.129776417863	30363.435172160654	14184.352407112987	5607.649265466544	17021.644324347624	19447.80722465223	20183.14303022561	56492.976867960126	15756.348657099099	38068.43963371028	21538.311392988668	20763.298926201172	24130.09711981182	25458.568188851492	14804.440591371083	26314.130451079338	18533.4340964971	19697.783174236596	14924.030863182643	48247.18275428107	7011.995613406691	3372.358346816286	21215.330395187808	61421.46733371922	56593.435814275974	29696.943495866264	36554.77450061099	64321.945516928135	16487.07709675316	22768.879822170147	13893.767335076154	18860.519746629834	17758.35818892801	25543.65515116044	55401.257475252176	19002.562138645302	24696.971314953684	21464.580165870062	18697.556140597306	19674.69508529094	21788.816424205954	13468.09923790991	19517.943595179397	48278.65210636037	37533.18782568492	22467.44297600582	6272.0799163843085	5929.672387900787	43275.997960774774	30316.548888577126	12122.150133364681	5531.6880310369925	47435.769044087225	13059.870768992496	20274.289886750288	12522.890101141884	9016.834172637578	18794.68764992427	29163.3675244396	17967.745174179923	6190.384107686236	44493.9716130502	61854.36433625706	22076.960678681815	19676.843905486017	18212.294117001078	13716.699646100842	74410.69503811761	18958.135735963533	22334.99942575625	18915.27607252139	12209.48088228813	35298.1120457882	15981.073918168318	15163.337618151638	38432.41223878114	25567.657086467185	18726.24088786872	15254.493914760267	18822.913408865512	19152.248127587318	53921.06240263027
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	1200.303393733188	47.80560424178133	241.70740458383477	6633.069842917746	23.564105426424838	1229.8773242502336	1450.2901623995292	122.36130753229538	159.27633247691315	510.0567172377499	54.675676086965396	300.4055769674188	102.33910416764172	727.7780307554362	132.0965750180682	21.082756034848888	1674.7043008958601	33178.45133365225	17163.477706902562	885.8656038542063	1605.2774007117396	388.4544506328217	1615.2961136967826	398.52298692873	472.53295586296264	276.54598614621176	197.90808520710615	520.5939856360292	526.2859041319033	1191.811527059378	4009.61356272883	4433.391162074951	5395.349184261445	85.16621736468699	1677.7409622958257	56.49504909111779	4174.605089429095	6010.071488698608	90.42728073186197	1795.7509894047462	1037.2786270523222	978.3970276488415	311.4763578510544	291.4619969011648	106.59074117279911	54.85327362439656	330.49010819627824	43525.46487200972	17179.722044968537	4522.742105381805	37745.24197918955	1758.7445372686211	5875.056042847583	219.54623949873488	47.090950698562295	1109.7440143947297	1257.7215293029205	3337.9164923511244	132.5809353710583	572.9417658520016	10485.289017603603	1339.8558793002987	8411.13131093796	16178.178923860552	487.0109470596266	575.9773558796982	705.2751511424195	439.50742275196296	60875.93812844205	546.4077341967541	15533.70879274303	6576.424847596613	9790.96902918622	55.717328661164096	9919.16127308922	17143.921093643035	2218.7599964185665	7753.399207848527	10841.988971650506	4472.346132101173	1220.6180841855546	8505.149243740718	633.7340968238652	522.1333782028329	20982.435170573714	1221.5350836332798	5606.659058440587	10842.171327071963	9212.685143732127	25.428191887578077	7126.113305154217	215.70121966001022	265.27148661620595	509.198644442819	226.01350040275977	268.3520640122901	1369.408103283346	14667.473187334552	160.32276984062966	25.416827804678416	3.4908283817028094	13928.17469722427	1756.367584480425	153.5952757544482	1378.3340482471967	1186.2186764335336	592.9315393217368	4233.410352388805	1460.8209782300237	790.6182707853674	8995.845194229361	90.05851530949616	2593.5600089866907	894.4462062497809	243.84292960341116	333.2081718236984	1488.9897743321774	3792.914254772569	616.0888848517451	22.369595552030916	178.53091518011058	116.7862067911574	372.5770556723578	407.2787317377832	112.76144683597848	589.1052380909135	6551.967036489245	3217.6230684227107	0.0	911.4180576172987	555.1920838064925	160.77599419427412	1094.6684866451494	253.70316286422738	589.9721257808056	475.63235140134486	467.63212844107636	1210.961266402583	1155.985052801115	3251.8803122960308	3694.8136951446463	16978.491739072764	2413.02527949169	1241.9485475186214	9.288622754491017	4479.808484490839	55.44036686068286	633.4355216388835	346.17022618441763	381.2792360606422	548.3584274249004	147.64862429221492	182.98317590786834	771.4754131465592	3593.832549944156	384.20665056666786	3235.109425626772	9036.918931849848	145.0709476259256	1737.5645827997255	3049.2771596364723	524.9468046135262	122.9635817197655	5662.622900972545	27113.63370170446	8265.650343723262	2150.5017509910103	7839.561341546139	1275.5572789078053	1125.6491516621145	293.4057570914743	2063.5734380383296	3285.990973550465	467.7568952077187	1115.2965636087315	1324.7270123337544	944.8770801890273	784.5596390215073	599.6185730255561	471.0641930296832	6014.259219342602	1863.0583353108045	1030.8158843355911	13561.543010302878	7738.343319366647	67.50674457064143	117.89472993472157	74.27892608327149	3350.3747495290213	290.8368578164283	228.92596011748273	3929.106889860827	3345.771129108107	2255.5573036756327	92.45925749354244	995.85265320006	504.9266853607835	7341.796581353636	43.31531853972799	2480.020674727714	82.20508947585648	157.00727082238143	255.9931375364693	267.618803287965	108.5115883997167	3656.1873812784866	470.24253132544857	92.72481575435592	924.8311208453313	2805.3475443073075	3249.8364426855505	3018.2279493297524	1423.1829701474164	5193.2290179007305	2571.1891498694467	8341.867425845294	47138.31204652875	64845.50548122789	24263.82028199003	10905.208558551341	22.766592263768903	1124.3445482294119	806.7967748225213	2275.2381548058906	214.98878731825525	2191.0625848152918	286.56092855922975	186.52823664970313	1231.0735025677689	1398.1952607277547	845.1869105252157	2925.9238240212317	3841.2497032485703	2605.0016925585596	540.7967182203258	2121.1223906746986	859.663452393068	233.97917564758157	71.13002743264786	600.8314711267191	4969.0897325422575	525.0176017862873	6898.7827014687455	2713.7606671191693	559.7655827726086	922.9947863250525	2739.905646976757	4170.452970760841	787.1040160510772	281.67004654700014	2635.7133830036164	12991.199594814318	2055.0380178586543	5663.229013441486	8048.589287115127	266.0775671129159	176.0434685736242	2915.126818570862	2740.3918209255094	431.48549797594717	1436.621587545561	1213.133773884653	4874.042215952744	4612.23692372349	8832.246223035167	204.85735716321832	345.63166496374475	1628.2549438578485	2411.466507701227	27.290110642526514	170.54828884254886	204.67595193569454	648.3037951154039	1813.463029684006	1140.0574526609573	1010.2451052327269	89.2441953775772	179.24478971290736	2110.812940618084	5640.811862066308	123.55641685736335	3241.095938959216	280.70701292323696	79.41520602447659	4244.861824355369	339.0232595047515	545.5982167955775	5072.565479979486	594.8882559919256	91.68624704964553	251.0297445091118	238.20948858928793	664.0270198616494	834.5153905049282	1343.2237896117165	96.31934306327236	1541.765857404455	6887.788809353904	648.7819450975118	1398.6664795972736	392.97620874196684	2039.2463606003794	400.10563845264875	687.6186641541818	562.5398313221648	340.90806730044926	1991.8794369769992	929.7130570587884	938.3212063203874	375.0248702745155	3737.927351701923	409.58652836105443	1830.7148914874103	65.75291576157258	2858.075304352705	55.5499346329317	375.93445618726764	234.19112248011464	1966.5029959995863	2892.384499564657	3829.0949026449175	209.11860673982827	360.37040808011363	5755.909117617117	28498.436420801037	25277.018729763124	18946.474111545773	7300.026938229122	4081.199996974987	257.74059641102104	621.8098930231677	1317.0477555609339	759.2808672181308	2976.380524228912	7095.571252878184	13824.657262352168	143.96055068359078	295.21364958028596	3921.942919699768	79.59875739912344	2377.5045539926673	279.8933792464505	752.9373133280606	5357.441500522039	1431.985267933142	84.7777048949431	800.3241609111061	38.604306237436155	1088.8500439149889	8697.54211701148	2750.801711184656	169.77961349127153	2135.643777903864	2835.6100739139524	216.42671961773698	1780.059586103316	12690.764298960072	70.15487788745565	75.75046944338692	3604.2051415394694	842.5042506627855	33.26943954334114	78.33042240887171	182.21925477197163	5832.547765823843	104.15481506096079	8719.517974042912	908.3211580807406	31938.48292238009	102.20379502479692	10176.593577887032	3662.561904584246	135.14731525313655	738.7806131201728	195.92464066683488	41.08585304192196	1687.2891314550805	5052.703842984694	6366.683470016699	763.6527136335	1439.29385945489	4922.485747106203	18384.48125791981
AEROBACTINSYN-PWY	1047.0	27.35199585277346	156.0681768609977	5486.249715197084	10.0	1058.493641073952	844.49203539823	80.41916167664671	105.94092435023119	414.73785449490606	42.0	225.0	82.57828325313771	609.0	92.99999999999999	13.0	1423.2278370344466	32703.74871030608	16895.49960055626	858.2445541678768	1188.05516689986	281.9894366197184	1394.0	292.0	362.1038435603506	223.79310344827587	26.0	32.47761194029851	356.23693379790944	713.2434509256025	1560.5944735115252	4133.0	4242.24877722877	32.0	1437.0	11.785714285714285	3294.877710957815	5654.24917134397	38.13496932515337	1670.0	248.0	151.14241960183767	196.67091358764898	237.95041322314052	40.48192771084337	36.0	145.0	34766.499460765284	9408.063446744389	4091.2496896224343	35954.9996662866	1388.9806451612903	5098.73674937601	160.49535603715168	32.0	1041.905415059294	1008.0	2903.652441631746	80.0	21.0	113.48698884758366	1111.4671434957534	8001.518023208285	14312.24778699258	390.99236641221376	405.90635781172995	404.1546800714653	315.54189085318984	60364.74527712111	448.72968490878935	13748.249659109502	1742.7600271923864	9230.49602165088	21.0	9358.99957260391	11293.498340487677	2128.0	7430.000000000001	6196.749727745735	3542.358488713519	907.7375809935205	7408.0	490.498474059003	266.63660521661836	19888.999396772735	1030.7411167512691	5129.0	8687.932537861405	6093.7484931731515	15.0	2968.0	0.0	197.99999999999997	444.99999999999994	117.73584905660375	77.0	1239.2478340922996	13499.96251663463	120.0	16.45714285714286	0.0	13181.246951283016	1283.4095775462963	107.7345537757437	1239.978330658106	1088.0	372.690019828156	4043.9527093596057	1052.8822584347029	637.0	8092.000000000001	24.705882352941174	2346.0	711.0	150.73891625615764	222.47006651884698	614.4697336561743	3559.9999999999995	405.0	14.646153846153847	107.00000000000001	78.96296296296296	313.0	329.0	47.366336633663366	7.184210526315789	85.0	2793.0	1.4772727272727273	707.0	429.0	91.79856115107913	942.5359874748377	197.74153074027606	457.0	312.3911058754233	266.0527752502275	1097.2457376676518	598.4566544566544	2384.4525909045874	3340.4818629646215	16499.74862543736	2513.9939696247766	1037.8971428571429	8.0	314.5299145299145	29.647058823529413	479.2186046511628	230.7182320441989	20.0	350.7024793388429	109.0	100.87417218543047	244.99999999999997	3464.743462286579	295.1993327773144	2849.2389039656837	6484.25	81.69318181818183	1535.0	1090.1909184726521	357.9258241758242	58.113207547169814	4834.032931851255	24722.498999102343	7572.499108969706	1974.9999999999998	6599.245203042804	1123.0	908.75	150.4950495049505	2012.0000000000002	3011.4997510373437	335.9787334778321	995.2348087021757	867.5389116442364	659.7156160274633	594.822075782537	313.0	307.0	3790.9716013673415	1780.7372988103568	845.0	11333.549486715634	7182.0	51.16279069767442	95.0	32.592592592592595	1487.9499332443258	231.49677419354842	173.0	3573.0	2982.0	237.10735391713806	60.124223602484484	617.4698795180723	420.1022146507666	5552.402007348329	34.0	2237.0	58.80952380952381	109.49321266968326	152.16694808281832	178.0	74.84810126582279	3224.248547299915	361.0	38.0	169.0777891504606	837.3393801410106	3037.9018966644867	1647.0	970.3711235383834	4123.4476512498495	2047.7433837087258	5517.240193638872	39164.24788926541	63669.70254929727	22656.917882451027	10056.999701759618	15.0	1022.3321757873309	623.2425089892131	2114.4998817687397	49.15596330275229	892.3695541617222	134.31770045385778	126.73684210526316	976.011901810067	1106.0541484716157	725.6651224354731	1950.0629685157423	3334.61833219302	2705.0	353.0	9.428571428571429	254.0	167.7317436661699	53.0	221.44996034998994	4616.0	414.16729694030795	6521.0	1452.5733377881722	352.6328938237335	740.0	1650.0	2901.0	675.7475083056479	139.0	2482.2	11178.0	1600.9981285090455	5148.499854354792	7315.999590051927	232.2300319488818	140.0	2612.295906871949	2456.034347754043	335.6835164835165	1351.2101489244346	853.4921190893169	3178.999056900346	4422.45117693434	7866.3700892009865	136.91980808773133	139.73805309734513	1508.0	2266.7497518473583	19.487179487179485	124.0	49.00000000000001	437.1670190274841	1685.0	806.4548248309774	952.9500520291364	57.86648473477742	135.0	1992.2384545125344	5155.0	85.1965811965812	2052.5509508629216	213.0	51.0	3042.4938474159153	203.66666666666666	451.0	4381.709022684632	438.0	63.0	168.24636441402907	38.796039603960395	553.9972972929022	671.0953062077768	1020.0	70.0	1302.7495682210708	6366.0	407.2131147540984	1317.0	246.23115577889445	1831.9739130434784	323.74481168332045	618.2327164698833	406.282634730539	256.0	919.693688935833	772.0	112.20550458715596	263.2577319587629	3492.0	348.0	21.295195890824857	42.0	2619.0	35.0	318.0	178.0	1799.4962552011095	2324.0	3170.570950403956	91.23853211009175	256.0	5377.805246514634	27607.0	24035.288066801684	16412.249714433667	6996.475932396776	2564.6761302932678	148.90649762282092	303.27944572748265	1132.9343832020998	281.08949416342415	2748.4779691749777	6673.0	12736.478773862254	107.00000000000001	32.7007299270073	3489.6000000000004	58.0	1891.3233768703585	29.0	677.0	3177.245226683429	263.85528960350814	10.90909090909091	167.41269841269843	11.506849315068493	979.0	809.0861919861633	2372.7322760214265	77.72870662460566	1942.056750222675	2134.2644723213257	114.75256222547584	40.859167594891744	272.1557342361405	0.0	39.41304347826087	3334.749494192582	64.17977528089888	0.0	46.48421052631579	101.0	5453.499862498855	69.05705943484931	8602.749803875991	834.0000000000001	31519.241670429063	68.0	9344.259893802686	3061.4997551020406	47.63870967741936	168.3689333157964	73.97966101694915	10.853503184713377	1222.3808255659121	4806.0	5609.402998314557	698.0	1011.4639175257732	1510.7488841130764	17558.48118547171
