"Location"	"Shannon"
"TANZANIA"	3.28638386084732
"TANZANIA"	3.06653738727588
"TANZANIA"	3.61595848271161
"TANZANIA"	3.88053976714151
"TANZANIA"	3.59762574076672
"TANZANIA"	4.12128429530454
"TANZANIA"	3.86356032145233
"TANZANIA"	4.12085045075835
"TANZANIA"	4.53745269784669
"TANZANIA"	3.9396470998981
"TANZANIA"	3.08444792223862
"TANZANIA"	3.07962445436053
"TANZANIA"	3.63054684674313
"TANZANIA"	4.15392568935919
"TANZANIA"	4.09701376746163
"TANZANIA"	3.85543990974769
"TANZANIA"	4.35944794028768
"TANZANIA"	4.88480049191115
"TANZANIA"	4.61800494647135
"TANZANIA"	3.18079285718602
"TANZANIA"	3.93346353483913
"TANZANIA"	3.58184489534303
"TANZANIA"	4.28899102555633
"TANZANIA"	3.75634239442909
"TANZANIA"	3.98528278682603
"TANZANIA"	3.97121335047077
"TANZANIA"	4.58738282985065
"TANZANIA"	3.45433426409068
"TANZANIA"	4.18051668839457
"TANZANIA"	3.40884050468817
"TANZANIA"	4.38635729726684
"TANZANIA"	4.17724997510681
"TANZANIA"	4.50991594077383
"TANZANIA"	4.16300067308434
"TANZANIA"	4.30777538614545
"TANZANIA"	4.181692693929
"TANZANIA"	4.578259571573
"TANZANIA"	3.93185708508699
"TANZANIA"	3.86966633454228
"TANZANIA"	4.07961596982778
"TANZANIA"	4.18398233036615
"TANZANIA"	3.72822921805678
"TANZANIA"	3.90372271233214
"TANZANIA"	4.03953393629726
"TANZANIA"	4.52360041506001
"TANZANIA"	4.8327325069498
"TANZANIA"	4.6446708322548
"TANZANIA"	3.66056252967474
"TANZANIA"	3.95241266356712
"TANZANIA"	3.2991361055775
"TANZANIA"	3.55698695515023
"TANZANIA"	3.49153440960559
"TANZANIA"	3.53125431049568
"TANZANIA"	3.87737291716105
"TANZANIA"	4.21053169355874
"TANZANIA"	3.27881291770665
"TANZANIA"	4.60202365998002
"TANZANIA"	4.47900595244201
"TANZANIA"	4.53341461959426
"TANZANIA"	4.28881330120922
"TANZANIA"	4.5112843230158
"TANZANIA"	4.19320447743201
"TANZANIA"	4.44421424550905
"TANZANIA"	4.36124698120175
"TANZANIA"	4.01816861475004
"TANZANIA"	4.33589422150762
"TANZANIA"	3.6564491728519
"TANZANIA"	4.75763751393201
"TANZANIA"	4.47106719086587
"TANZANIA"	3.89931238387794
"TANZANIA"	3.92445226438491
"TANZANIA"	4.15210382027416
"TANZANIA"	4.30648659406351
"TANZANIA"	4.25717863065267
"TANZANIA"	3.77557325141586
"TANZANIA"	4.59647748265144
"TANZANIA"	4.65327474259456
"TANZANIA"	4.21454429673891
"TANZANIA"	3.99510885088946
"TANZANIA"	3.37159663437697
"TANZANIA"	4.63796070705583
"TANZANIA"	4.23499273589576
"TANZANIA"	4.26169818781415
"TANZANIA"	3.77641100329991
"TANZANIA"	3.51308196722778
"TANZANIA"	4.06231443769591
"TANZANIA"	4.66828971625274
"TANZANIA"	4.29176467282168
"TANZANIA"	3.79305122868388
"TANZANIA"	4.32409080319071
"TANZANIA"	4.73785647601079
"TANZANIA"	3.79322922240958
"TANZANIA"	4.16355632260132
"TANZANIA"	3.66564289405503
"TANZANIA"	4.94948401255218
"TANZANIA"	4.03706336690335
"TANZANIA"	4.62963419009794
"TANZANIA"	4.24454219002092
"TANZANIA"	4.47726855505054
"TANZANIA"	4.71256007419834
"TANZANIA"	4.78166604782495
"TANZANIA"	4.31564934274475
"TANZANIA"	3.71008277127804
"TANZANIA"	3.29378118387389
"TANZANIA"	4.11320839670707
"TANZANIA"	3.85595186892193
"TANZANIA"	3.35060319287166
"TANZANIA"	4.33674716906779
"TANZANIA"	2.93850798955201
"TANZANIA"	3.71024553634304
"TANZANIA"	4.41961132380749
"TANZANIA"	4.16030563118606
"TANZANIA"	3.53609833018028
"TANZANIA"	3.43018302667613
"TANZANIA"	3.18714324424564
"TANZANIA"	3.93709489031381
"TANZANIA"	2.86756452190277
"TANZANIA"	3.58760404121559
"TANZANIA"	4.20178705888698
"TANZANIA"	3.83728716494891
"TANZANIA"	3.9944637062978
"TANZANIA"	3.30356537014934
"TANZANIA"	4.32991776073116
"TANZANIA"	4.07991501425765
"TANZANIA"	3.82480033039575
"TANZANIA"	3.27380895877021
"TANZANIA"	2.73248408108137
"TANZANIA"	2.96881368437775
"TANZANIA"	4.11768211723678
"TANZANIA"	4.08675440998486
"TANZANIA"	4.39575701043472
"TANZANIA"	4.09369409737185
"TANZANIA"	4.37414566027083
"TANZANIA"	3.54519983856757
"TANZANIA"	3.29718368458067
"TANZANIA"	4.44316369783265
"TANZANIA"	3.18237226858709
"COLUMBIA"	3.95190107023529
"COLUMBIA"	3.1741429241147
"COLUMBIA"	3.44810690469603
"COLUMBIA"	3.99800496425073
"COLUMBIA"	3.52135690003332
"COLUMBIA"	3.47326071937158
"COLUMBIA"	3.15285107094519
"COLUMBIA"	2.30625427508947
"COLUMBIA"	4.22401254626734
"COLUMBIA"	3.93670474258608
"COLUMBIA"	4.09331612079345
"COLUMBIA"	3.35289932675673
"COLUMBIA"	3.83613902003257
"COLUMBIA"	3.95457818339158
"COLUMBIA"	3.1301588947635
"COLUMBIA"	3.16622289092195
"COLUMBIA"	3.60616397118503
"COLUMBIA"	2.56348043616897
"COLUMBIA"	1.84058179789726
"COLUMBIA"	4.17323756775586
"COLUMBIA"	3.96776784722965
"COLUMBIA"	3.79755507896232
"COLUMBIA"	3.45555938742321
"COLUMBIA"	3.77155183445393
"COLUMBIA"	3.99745024844516
"COLUMBIA"	3.39622842523684
"COLUMBIA"	2.91772930184167
"COLUMBIA"	2.38465212414433
"COLUMBIA"	3.31693684534226
"COLUMBIA"	3.79340589034059
"COLUMBIA"	3.85572701655338
"COLUMBIA"	3.51967457563992
"COLUMBIA"	2.92073077248659
"COLUMBIA"	3.43405987576956
"COLUMBIA"	3.84042351439925
"COLUMBIA"	3.02537984303988
"COLUMBIA"	2.57267716074461
"COLUMBIA"	4.25985486417805
"COLUMBIA"	3.82115173263707
"COLUMBIA"	3.62682090051173
"COLUMBIA"	3.68946670313071
"COLUMBIA"	3.39673169241413
"COLUMBIA"	3.87352103577681
"COLUMBIA"	3.97623176071997
"COLUMBIA"	3.73134684433498
"COLUMBIA"	2.83615820835368
"COLUMBIA"	3.24918745136141
"COLUMBIA"	4.11542708440139
"COLUMBIA"	2.55449379290068
"COLUMBIA"	3.93560799199783
"COLUMBIA"	4.3351389486474
"COLUMBIA"	3.05978083676915
"COLUMBIA"	3.92309575344183
"COLUMBIA"	3.28088235676288
"COLUMBIA"	3.4618465974427
"COLUMBIA"	1.22272191607932
"COLUMBIA"	2.74943072370512
"COLUMBIA"	3.08924380825448
"COLUMBIA"	2.63265943321702
"COLUMBIA"	3.73977275428604
"COLUMBIA"	3.8932968252372
"COLUMBIA"	3.55836981445791
"COLUMBIA"	1.02568090373098
"COLUMBIA"	2.82377035836304
"COLUMBIA"	3.61948752340379
"COLUMBIA"	2.67573882732443
"COLUMBIA"	1.36030418602271
"COLUMBIA"	3.31237854923674
"COLUMBIA"	2.5321659663599
"COLUMBIA"	2.73397899831985
"COLUMBIA"	2.57365755612193
"COLUMBIA"	2.55052379059939
"COLUMBIA"	4.21312192473637
"COLUMBIA"	4.20423827390433
"COLUMBIA"	2.9565362873798
"COLUMBIA"	3.72279631551143
"COLUMBIA"	2.59776170878699
"COLUMBIA"	2.7863919217102
"COLUMBIA"	4.06224332468142
"COLUMBIA"	3.52406649003714
"COLUMBIA"	2.78805709665776
"COLUMBIA"	2.78220206656414
"COLUMBIA"	3.04697282098291
"COLUMBIA"	3.12899974290684
"COLUMBIA"	3.73985321864451
"COLUMBIA"	3.56868538736641
"COLUMBIA"	3.20788244238593
"COLUMBIA"	4.19368300348814
"COLUMBIA"	4.45843604442064
"COLUMBIA"	2.97423914962618
"COLUMBIA"	2.48694399145505
"COLUMBIA"	3.98655213311562
"COLUMBIA"	3.85190716182002
"COLUMBIA"	3.87892592495653
"COLUMBIA"	2.31140480316168
"COLUMBIA"	3.74362040913671
"COLUMBIA"	3.35138301295513
"COLUMBIA"	3.96565848171218
"COLUMBIA"	3.88324492717625
"COLUMBIA"	2.45078437072468
"COLUMBIA"	2.83854031352232
"COLUMBIA"	3.2286063105215
"COLUMBIA"	4.34642741345274
"COLUMBIA"	3.19263943043504
"COLUMBIA"	3.728136513735
"COLUMBIA"	3.47343846701554
"COLUMBIA"	3.80086766378803
"COLUMBIA"	3.46176200306806
"COLUMBIA"	3.28451881698971
"COLUMBIA"	2.60151793872151
"COLUMBIA"	0.575112293089056
"COLUMBIA"	4.24054234260859
"COLUMBIA"	2.18685574759127
"COLUMBIA"	2.09658652709649
"COLUMBIA"	2.77663723795326
"COLUMBIA"	3.67133398154461
"COLUMBIA"	3.47709414412807
"COLUMBIA"	2.56522636798541
"COLUMBIA"	4.17268051341594
"COLUMBIA"	4.10302159532742
"COLUMBIA"	4.10442827009809
"COLUMBIA"	3.47328415642872
"COLUMBIA"	3.1020364457955
"COLUMBIA"	4.25055710239859
"COLUMBIA"	3.50985354648349
"COLUMBIA"	4.45677313651489
"COLUMBIA"	2.23493739580521
"COLUMBIA"	3.8780839295019
"COLUMBIA"	4.00743457431861
"COLUMBIA"	3.81193608718922
"COLUMBIA"	3.6002127782589
"COLUMBIA"	2.59863358474134
"COLUMBIA"	3.60171154632216
"COLUMBIA"	0.846681584895482
"COLUMBIA"	2.21404471501384
"COLUMBIA"	3.03577751465205
"COLUMBIA"	3.61349463884269
"COLUMBIA"	2.08187454203844
"COLUMBIA"	3.64937763702865
"COLUMBIA"	3.5628278830074
"COLUMBIA"	3.14751389671532
"COLUMBIA"	4.1634761184528
"COLUMBIA"	2.82031383415921
"COLUMBIA"	3.17302777509548
"COLUMBIA"	2.99357605292846
"COLUMBIA"	4.15996323979941
"COLUMBIA"	4.24922002924829
"COLUMBIA"	4.25752693957155
"COLUMBIA"	3.59664379986627
"COLUMBIA"	2.96451199261778
"COLUMBIA"	3.23628354697364
"COLUMBIA"	3.01283543873987
"COLUMBIA"	3.99116259774952
"COLUMBIA"	2.64697634982094
"COLUMBIA"	3.33996981553574
"COLUMBIA"	2.51747544703496
"COLUMBIA"	3.65953748150403
"COLUMBIA"	3.31379231777907
"COLUMBIA"	4.24444231885126
"COLUMBIA"	3.53794611891253
"COLUMBIA"	3.86045065962174
"COLUMBIA"	3.87738764820336
"COLUMBIA"	3.49959742834856
"COLUMBIA"	3.46720369999314
"COLUMBIA"	2.5934031516913
"COLUMBIA"	3.83268080216636
"COLUMBIA"	3.78588806423251
"COLUMBIA"	2.54045775235566
"COLUMBIA"	3.26573094841879
"COLUMBIA"	2.47925397305735
"COLUMBIA"	3.87361824346048
"COLUMBIA"	3.53070216330565
"COLUMBIA"	4.22045771242271
"COLUMBIA"	3.00567401863747
"COLUMBIA"	3.9235714436427
"COLUMBIA"	4.0456861580465
"COLUMBIA"	3.6872909164425
"COLUMBIA"	4.18616600669025
"COLUMBIA"	1.92284035140703
"COLUMBIA"	3.7318054352091
"COLUMBIA"	3.43773152868504
"COLUMBIA"	4.34475769926074
"COLUMBIA"	2.4224124806157
"COLUMBIA"	3.7157699724865
"COLUMBIA"	3.44217060319399
"COLUMBIA"	3.35565543745218
"COLUMBIA"	3.39261986300555
"COLUMBIA"	3.95708929514433
"COLUMBIA"	3.77703270279794
"COLUMBIA"	3.59087092673146
"COLUMBIA"	2.18983732771842
"COLUMBIA"	3.76350432946126
"COLUMBIA"	3.49330335547584
"COLUMBIA"	3.81725916207374
"COLUMBIA"	1.51724437480459
"COLUMBIA"	0.596479470302735
"COLUMBIA"	2.82940743141841
"COLUMBIA"	3.27312099299319
"COLUMBIA"	3.01802614805401
"COLUMBIA"	4.13114472470204
"COLUMBIA"	3.01862352842744
"COLUMBIA"	3.65238236979444
"COLUMBIA"	1.14657998144547
"COLUMBIA"	4.47972428673407
"COLUMBIA"	2.48184327571814
"COLUMBIA"	3.5691670075546
"COLUMBIA"	2.5295587048467
"COLUMBIA"	3.50978403761206
"COLUMBIA"	3.72974475652119
"COLUMBIA"	4.05193027225396
"COLUMBIA"	2.65374315637172
"COLUMBIA"	4.12014749688461
"COLUMBIA"	3.07944012968538
"COLUMBIA"	3.67383106203535
"COLUMBIA"	3.3979512320171
"COLUMBIA"	3.72776465182516
"COLUMBIA"	3.96078344515095
"COLUMBIA"	4.16523624478592
"COLUMBIA"	3.37809891738768
"COLUMBIA"	4.28444099483713
"COLUMBIA"	3.59413883784949
"COLUMBIA"	3.61588874650856
"COLUMBIA"	3.23463788491874
"COLUMBIA"	3.68660267911841
"COLUMBIA"	3.45085291933266
"COLUMBIA"	3.18083487809392
"COLUMBIA"	3.42422283380926
"COLUMBIA"	3.4153559809259
