"Location"	"Shannon"
"COLUMBIA"	3.4491999751369
"COLUMBIA"	0.878527640195249
"COLUMBIA"	3.35602301062543
"COLUMBIA"	3.01585038069829
"COLUMBIA"	1.72725877941766
"COLUMBIA"	2.59453883215962
"COLUMBIA"	2.74170133984504
"COLUMBIA"	3.95143739076382
"COLUMBIA"	4.05959216850783
"COLUMBIA"	3.54020333328226
"COLUMBIA"	2.81486792045651
"COLUMBIA"	3.98644822705375
"COLUMBIA"	3.96558012729182
"COLUMBIA"	2.34184023024787
"COLUMBIA"	3.95307995990483
"COLUMBIA"	3.47547297151971
"COLUMBIA"	3.50350481077871
"COLUMBIA"	4.0096715317178
"COLUMBIA"	3.91341159086125
"COLUMBIA"	3.77152149639526
"COLUMBIA"	3.65265120207391
"COLUMBIA"	2.38936263727975
"COLUMBIA"	3.84590495632617
"COLUMBIA"	3.64821881856555
"COLUMBIA"	3.83697992602381
"COLUMBIA"	3.31256098850253
"COLUMBIA"	4.44559925665883
"COLUMBIA"	2.24373807765574
"COLUMBIA"	3.58548914044579
"COLUMBIA"	4.25371888049694
"COLUMBIA"	2.73277934297288
"COLUMBIA"	3.82659554571488
"COLUMBIA"	3.87839858845051
"COLUMBIA"	3.73986413208104
"COLUMBIA"	3.62329408800902
"COLUMBIA"	3.15976439298077
"COLUMBIA"	3.38066398680504
"COLUMBIA"	4.32503666883281
"COLUMBIA"	3.92666940397445
"COLUMBIA"	3.05691427813898
"COLUMBIA"	3.33413831093497
"COLUMBIA"	2.78563755901894
"COLUMBIA"	3.76369708137743
"COLUMBIA"	2.50095790956532
"COLUMBIA"	3.48187125896765
"COLUMBIA"	3.87474195241849
"COLUMBIA"	3.90095470499731
"COLUMBIA"	2.38683552987936
"COLUMBIA"	3.73066876299553
"COLUMBIA"	2.86496247245571
"COLUMBIA"	4.09957432659583
"COLUMBIA"	1.73564328918164
"COLUMBIA"	2.06320244600063
"COLUMBIA"	4.07807406808326
"COLUMBIA"	3.26972217487982
"COLUMBIA"	4.22286353782873
"COLUMBIA"	3.83638645398329
"COLUMBIA"	3.11719238176598
"COLUMBIA"	2.84277108129521
"COLUMBIA"	3.1934494917283
"COLUMBIA"	3.94365061002856
"COLUMBIA"	3.76448536276343
"COLUMBIA"	3.95688608038742
"COLUMBIA"	3.46490717951412
"COLUMBIA"	3.1393619049171
"COLUMBIA"	2.8753591383499
"COLUMBIA"	2.99676372103221
"COLUMBIA"	2.45326483097886
"COLUMBIA"	2.29464021324248
"COLUMBIA"	4.42924901718981
"COLUMBIA"	1.43631775739066
"COLUMBIA"	1.14762670445102
"COLUMBIA"	4.17356201182833
"COLUMBIA"	2.40648102924152
"COLUMBIA"	3.43910566557623
"COLUMBIA"	3.60713420367495
"COLUMBIA"	4.0771006600357
"COLUMBIA"	3.88038126927583
"COLUMBIA"	3.73905656813504
"COLUMBIA"	3.90269037866369
"COLUMBIA"	4.12859456301838
"COLUMBIA"	3.66477693124164
"COLUMBIA"	3.08992332309679
"COLUMBIA"	4.11149060799524
"COLUMBIA"	3.52863630432729
"COLUMBIA"	4.23004026170146
"COLUMBIA"	3.28547222275239
"COLUMBIA"	4.17685422254877
"COLUMBIA"	2.34625226657451
"COLUMBIA"	4.29724986730951
"COLUMBIA"	3.62352897793454
"COLUMBIA"	0.457609348868454
"COLUMBIA"	4.07957216174046
"COLUMBIA"	3.55082383480942
"COLUMBIA"	2.86035283776775
"COLUMBIA"	4.19347868461766
"COLUMBIA"	3.54850658746945
"COLUMBIA"	3.53542553260579
"COLUMBIA"	4.04327964293045
"COLUMBIA"	1.36415310522217
"COLUMBIA"	2.07478814855884
"COLUMBIA"	3.03554312081925
"COLUMBIA"	3.60013521046027
"COLUMBIA"	2.96973073501567
"COLUMBIA"	3.95709946743851
"COLUMBIA"	4.12342998931397
"COLUMBIA"	3.58754726076127
"COLUMBIA"	2.29988028907532
"COLUMBIA"	1.3634578097488
"COLUMBIA"	2.80141200020229
"COLUMBIA"	3.03256195938652
"COLUMBIA"	3.58686198889185
"COLUMBIA"	3.91855672180541
"COLUMBIA"	3.33078425326491
"COLUMBIA"	3.37709781160874
